Index,No,movie,week_at_Top10
1,2,1917,1
2,3,Mr. Church,1
3,4,Men in Black: International,1
4,5,Red Notice,5
5,6,Single All The Way,2
6,7,Back to the Outback,1
7,8,The Power of the Dog,2
8,9,The Little Things,4
9,10,Elf,2
0,1,The Power of the Dog,1
1,2,The Little Things,3
2,3,A Castle For Christmas,2
3,4,Red Notice,4
4,5,14 Peaks: Nothing Is Impossible,1
5,6,Bruised,2
6,7,47 Meters Down: Uncaged,1
7,8,Brightburn,1
8,9,Single All The Way,1
9,10,Elf,1
0,1,The Little Things,2
1,2,Red Notice,3
2,3,Bruised,1
3,4,The Croods,2
4,5,Central Intelligence,2
5,6,Extinct,1
6,7,A Castle For Christmas,1
7,8,Trolls,2
8,9,The Princess Switch 3: Romancing the Star,2
9,10,The Boss,1
0,1,Red Notice,2
1,2,The Little Things,1
2,3,The Hunt,1
3,4,Central Intelligence,1
4,5,Love Hard,3
5,6,Miss Bala,1
6,7,The Princess Switch 3: Romancing the Star,1
7,8,In a Valley of Violence,1
8,9,The Croods,1
9,10,Trolls,1
0,1,Red Notice,1
1,2,Love Hard,2
2,3,The Harder They Fall,2
3,4,Father Christmas Is Back,1
4,5,Cold Pursuit,2
5,6,Army of Thieves,3
6,7,My Spy,1
7,8,The Gentlemen,3
8,9,Knives Out,2
9,10,Yara,1
0,1,Cold Pursuit,1
1,2,Army of Thieves,2
2,3,The Harder They Fall,1
3,4,The Gentlemen,2
4,5,Love Hard,1
5,6,Harriet,1
6,7,Knives Out,1
7,8,Midway,2
8,9,The Smurfs,1
9,10,Disappearance at Clifton Hill,1
0,1,Midway,1
1,2,Army of Thieves,1
2,3,The Gentlemen,1
3,4,Hypnotic,1
4,5,Sonic the Hedgehog,3
5,6,Night Teeth,2
6,7,Official Secrets,2
7,8,The Forgotten Battle,3
8,9,Like a Boss,1
9,10,The Invisible Man,2
0,1,Sonic the Hedgehog,2
1,2,The Forgotten Battle,2
2,3,Night Teeth,1
3,4,Cosmic Sin,2
4,5,The Invisible Man,1
5,6,What Happens in Vegas,1
6,7,Official Secrets,1
7,8,John Wick: Chapter 3 - Parabellum,1
8,9,Body of Lies,1
9,10,Wild Rose,1
0,1,Sonic the Hedgehog,1
1,2,The Forgotten Battle,1
2,3,The Adventures of Sharkboy and Lavagirl,2
3,4,The Guilty,3
4,5,Wonder Woman 1984,3
5,6,21 Bridges,2
6,7,Cosmic Sin,1
7,8,My Little Pony: A New Generation,4
8,9,Security,1
9,10,Home Again,3
0,1,The Guilty,2
1,2,Wonder Woman 1984,2
2,3,Home Again,2
3,4,The Adventures of Sharkboy and Lavagirl,1
4,5,21 Bridges,1
5,6,Ride Along 2,1
6,7,My Little Pony: A New Generation,3
7,8,Heat,1
8,9,The Hangover,1
9,10,Jumper,1
0,1,Wonder Woman 1984,1
1,2,The Guilty,1
2,3,My Little Pony: A New Generation,2
3,4,Boss Level,2
4,5,The Starling,2
5,6,Britney Vs Spears,1
6,7,Gods of Egypt,1
7,8,Superintelligence,3
8,9,Intrusion,2
9,10,Home Again,1
0,1,Superintelligence,2
1,2,Intrusion,1
2,3,The Starling,1
3,4,Man on Fire,2
4,5,Escape Room,1
5,6,Storks,2
6,7,My Little Pony: A New Generation,1
7,8,A Dog's Way Home,1
8,9,Schumacher,2
9,10,Boss Level,1
0,1,Kate,2
1,2,Schumacher,1
2,3,Man on Fire,1
3,4,Superintelligence,1
4,5,The Witches,2
5,6,Playing with Fire,1
6,7,Storks,1
7,8,Nightbooks,1
8,9,The Revenant,1
9,10,Payback,1
0,1,Kate,1
1,2,The Witches,1
2,3,Afterlife of the Party,2
3,4,Worth,1
4,5,We're the Millers,2
5,6,In Time,2
6,7,The Internship,2
7,8,Monte Carlo,2
8,9,The Life of David Gale,1
9,10,SAS: Rise of the Black Swan,3
0,1,He's All That,2
1,2,SAS: Rise of the Black Swan,2
2,3,In Time,1
3,4,Dolittle,1
4,5,Afterlife of the Party,1
5,6,We're the Millers,1
6,7,The Internship,1
7,8,She's All That,2
8,9,Monte Carlo,1
9,10,Sweet Girl,3
0,1,Sweet Girl,2
1,2,He's All That,1
2,3,SAS: Rise of the Black Swan,1
3,4,Suicide Squad,2
4,5,The Witcher: Nightmare of the Wolf,1
5,6,She's All That,1
6,7,Vivo,4
7,8,U.S. Marshals,2
8,9,The Secret Life of Pets,1
9,10,Alvin and the Chipmunks: Chipwrecked,2
0,1,Sweet Girl,1
1,2,Suicide Squad,1
2,3,U.S. Marshals,1
3,4,Alvin and the Chipmunks: Chipwrecked,1
4,5,The Kissing Booth 3,2
5,6,Vivo,3
6,7,Beckett,2
7,8,Romeo Must Die,1
8,9,Alvin and the Chipmunks: The Squeakquel,1
9,10,Van Helsing,1
0,1,The Kissing Booth 3,1
1,2,Vivo,2
2,3,Hustlers,1
3,4,Beckett,1
4,5,Alone,1
5,6,Aftermath,2
6,7,How Do You Know,1
7,8,Joker,2
8,9,Man of Steel,2
9,10,Don't Let Go,1
0,1,Joker,1
1,2,Resort to Love,2
2,3,Man of Steel,1
3,4,Aftermath,1
4,5,Rurouni Kenshin: The Beginning,1
5,6,Vivo,1
6,7,Harry Potter and the Sorcerer's Stone,4
7,8,Harry Potter and the Chamber of Secrets,4
8,9,Drillbit Taylor,1
9,10,Harry Potter and the Half-Blood Prince,3
0,1,Blood Red Sky,1
1,2,The Last Letter From Your Lover,1
2,3,Harry Potter and the Sorcerer's Stone,3
3,4,Harry Potter and the Chamber of Secrets,3
4,5,Resort to Love,1
5,6,Harry Potter and the Goblet of Fire,2
6,7,Harry Potter and the Half-Blood Prince,2
7,8,Harry Potter and the Prisoner of Azkaban,2
8,9,Harry Potter and the Order of the Phoenix,2
9,10,Harry Potter and the Deathly Hallows: Part 1,2
0,1,Harry Potter and the Sorcerer's Stone,2
1,2,Harry Potter and the Chamber of Secrets,2
2,3,Harry Potter and the Prisoner of Azkaban,1
3,4,Rambo: Last Blood,1
4,5,Harry Potter and the Goblet of Fire,1
5,6,Harry Potter and the Half-Blood Prince,1
6,7,Harry Potter and the Order of the Phoenix,1
7,8,Harry Potter and the Deathly Hallows: Part 1,1
8,9,The Wedding Ringer,1
9,10,Chernobyl 1986,1
0,1,White Boy Rick,1
1,2,The Dead Don't Die,1
2,3,Harry Potter and the Sorcerer's Stone,1
3,4,Batman v Superman: Dawn of Justice,1
4,5,Fear Street Part 3: 1666,1
5,6,Harry Potter and the Chamber of Secrets,1
6,7,Gemini Man,3
7,8,Fear Street Part 2: 1978,1
8,9,The Water Man,1
9,10,How to Be Single,1
0,1,Gemini Man,2
1,2,Late Night,1
2,3,The Rundown,2
3,4,Next,2
4,5,Kung Fu Panda 3,2
5,6,Fear Street Part 1: 1994,1
6,7,Warcraft,1
7,8,This Little Love of Mine,1
8,9,The Dukes of Hazzard,1
9,10,Major Grom: Plague Doctor,1
